RunId,iteration,Step,estrategia,avances,rescatistas,ruta,rng,Grid,Rescatados,Perdidas,Danio,Fuegos,Pasos,Avances,Estado,gano
424,23,41.0,mejorada,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[1. 0. 0. 0. 5. 0.]
 [1. 0. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1.]
 [0. 0. 0. 5. 0. 0.]
 [0. 5. 1. 0. 0. 1.]
 [2. 0. 0. 5. 0. 0.]
 [0. 5. 0. 0. 1. 0.]
 [0. 5. 0. 0. 0. 0.]]",7,3,8,1,41,2,ganado,1
425,23,36.0,mejorada,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[2. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [1. 3. 0. 0. 5. 2.]
 [3. 1. 5. 0. 2. 2.]
 [0. 0. 5. 0. 2. 2.]
 [3. 0. 0. 2. 0. 2.]
 [0. 0. 5. 2. 2. 2.]
 [5. 0. 0. 2. 2. 2.]]",3,3,25,14,36,2,perdido,0
426,23,14.0,mejorada,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[0. 0. 0. 2. 2. 2.]
 [1. 0. 5. 0. 5. 2.]
 [5. 5. 0. 0. 5. 0.]
 [0. 1. 0. 0. 2. 2.]
 [0. 1. 0. 0. 2. 2.]
 [1. 0. 0. 0. 1. 1.]
 [0. 0. 0. 0. 1. 0.]
 [1. 0. 0. 0. 0. 0.]]",6,4,8,8,14,4,perdido,0
427,23,23.0,mejorada,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[0. 1. 1. 1. 1. 1.]
 [0. 0. 0. 1. 1. 0.]
 [5. 5. 0. 0. 1. 0.]
 [2. 0. 2. 0. 0. 0.]
 [2. 2. 2. 0. 0. 2.]
 [0. 0. 1. 5. 0. 0.]
 [5. 0. 0. 0. 0. 0.]
 [0. 5. 0. 5. 0. 0.]]",5,4,20,6,23,4,perdido,0
428,23,9.0,mejorada,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[5. 2. 2. 2. 2. 3.]
 [0. 2. 2. 2. 2. 2.]
 [0. 0. 2. 2. 2. 5.]
 [0. 5. 2. 2. 2. 2.]
 [0. 0. 5. 2. 2. 0.]
 [0. 2. 1. 2. 1. 1.]
 [5. 5. 1. 2. 1. 3.]
 [3. 0. 0. 2. 0. 0.]]",1,4,24,22,9,4,perdido,0
429,23,6.0,mejorada,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[0. 1. 1. 0. 5. 2.]
 [0. 0. 0. 1. 0. 0.]
 [5. 2. 0. 5. 0. 0.]
 [2. 2. 2. 1. 2. 2.]
 [3. 2. 2. 0. 2. 3.]
 [0. 2. 1. 5. 0. 0.]
 [0. 5. 0. 2. 0. 0.]
 [5. 0. 1. 2. 0. 3.]]",0,5,2,13,6,6,perdido,0
430,23,7.0,mejorada,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[0. 0. 2. 2. 5. 2.]
 [1. 0. 2. 2. 2. 2.]
 [5. 2. 2. 2. 2. 2.]
 [0. 0. 3. 2. 0. 3.]
 [2. 2. 0. 2. 1. 0.]
 [2. 0. 5. 2. 2. 2.]
 [0. 0. 1. 3. 2. 2.]
 [0. 5. 0. 2. 0. 2.]]",0,2,25,25,7,6,perdido,0
431,23,8.0,mejorada,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,8237588375927540125,"[[0. 0. 2. 2. 2. 2.]
 [0. 0. 0. 3. 2. 2.]
 [0. 0. 5. 2. 2. 5.]
 [0. 0. 2. 2. 2. 2.]
 [0. 1. 3. 0. 2. 2.]
 [3. 0. 0. 5. 2. 2.]
 [0. 1. 5. 0. 2. 2.]
 [0. 1. 0. 1. 2. 2.]]",1,1,26,20,8,6,perdido,0
432,24,11.0,aleatoria,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[1. 0. 0. 0. 0. 0.]
 [0. 0. 5. 0. 2. 2.]
 [0. 0. 5. 0. 0. 2.]
 [5. 0. 1. 0. 2. 2.]
 [1. 3. 1. 0. 0. 2.]
 [5. 0. 0. 2. 2. 2.]
 [5. 0. 5. 2. 2. 2.]
 [0. 0. 3. 0. 2. 2.]]",0,2,28,14,11,2,perdido,0
433,24,14.0,aleatoria,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[5. 0. 0. 0. 0. 1.]
 [2. 0. 0. 0. 0. 1.]
 [5. 5. 0. 1. 0. 0.]
 [2. 2. 2. 3. 0. 2.]
 [2. 2. 2. 1. 5. 0.]
 [2. 2. 0. 0. 1. 0.]
 [0. 0. 0. 5. 1. 3.]
 [5. 0. 0. 0. 3. 0.]]",0,1,25,11,14,2,perdido,0
434,24,13.0,aleatoria,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[0. 0. 0. 0. 2. 2.]
 [2. 2. 0. 0. 0. 0.]
 [0. 0. 2. 2. 2. 0.]
 [5. 0. 0. 2. 5. 0.]
 [0. 5. 1. 2. 0. 0.]
 [2. 1. 3. 0. 0. 0.]
 [1. 5. 0. 0. 2. 4.]
 [5. 0. 5. 4. 2. 2.]]",0,2,26,13,13,2,perdido,0
435,24,8.0,aleatoria,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[0. 0. 0. 0. 5. 2.]
 [5. 0. 0. 2. 2. 2.]
 [5. 2. 2. 2. 2. 2.]
 [2. 3. 0. 0. 0. 2.]
 [2. 2. 1. 0. 0. 0.]
 [0. 2. 0. 0. 2. 3.]
 [2. 5. 5. 5. 2. 2.]
 [0. 0. 1. 4. 2. 2.]]",0,1,26,21,8,4,perdido,0
436,24,7.0,aleatoria,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[0. 2. 2. 0. 5. 2.]
 [5. 2. 2. 2. 2. 2.]
 [5. 2. 2. 2. 2. 5.]
 [2. 2. 2. 0. 0. 2.]
 [2. 2. 2. 2. 0. 3.]
 [2. 2. 0. 0. 0. 2.]
 [2. 0. 5. 0. 0. 3.]
 [5. 0. 0. 3. 0. 0.]]",0,0,25,24,7,4,perdido,0
437,24,7.0,aleatoria,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[2. 2. 0. 2. 5. 0.]
 [2. 2. 5. 2. 0. 0.]
 [5. 2. 2. 2. 2. 2.]
 [2. 2. 0. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [0. 2. 0. 5. 3. 0.]
 [0. 5. 2. 0. 1. 3.]
 [2. 0. 2. 3. 0. 1.]]",0,1,28,27,7,4,perdido,0
438,24,5.0,aleatoria,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[2. 2. 5. 2. 0. 0.]
 [2. 2. 5. 2. 2. 2.]
 [5. 2. 2. 2. 2. 2.]
 [2. 2. 5. 2. 3. 2.]
 [2. 0. 0. 2. 0. 2.]
 [3. 2. 0. 2. 0. 0.]
 [2. 2. 2. 2. 0. 3.]
 [5. 2. 0. 2. 1. 1.]]",0,2,31,29,5,6,perdido,0
439,24,6.0,aleatoria,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[0. 5. 0. 0. 0. 3.]
 [0. 0. 2. 0. 0. 2.]
 [5. 2. 2. 2. 2. 5.]
 [2. 2. 2. 2. 2. 2.]
 [2. 2. 2. 3. 2. 2.]
 [2. 3. 0. 2. 2. 2.]
 [2. 2. 0. 0. 2. 2.]
 [5. 0. 1. 5. 0. 2.]]",0,1,29,28,6,6,perdido,0
440,24,4.0,aleatoria,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[2. 2. 0. 0. 0. 1.]
 [2. 2. 2. 0. 0. 5.]
 [5. 2. 2. 2. 2. 5.]
 [2. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [5. 2. 2. 2. 0. 0.]
 [0. 2. 3. 1. 0. 3.]
 [0. 5. 0. 3. 0. 1.]]",0,1,26,27,4,6,perdido,0
441,24,110.0,mejorada,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[1. 0. 0. 0. 5. 0.]
 [0. 1. 5. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 1. 1.]
 [0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 1. 0. 1.]
 [1. 0. 5. 2. 1. 1.]
 [5. 5. 0. 2. 0. 1.]]",6,4,16,2,110,2,perdido,0
442,24,40.0,mejorada,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 5. 5. 0. 1.]
 [5. 0. 0. 0. 1. 0.]
 [0. 0. 5. 0. 2. 2.]
 [0. 0. 1. 0. 2. 3.]
 [5. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0.]
 [5. 0. 1. 3. 0. 0.]]",7,1,8,3,40,2,ganado,1
443,24,30.0,mejorada,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[0. 0. 0. 0. 2. 2.]
 [0. 0. 2. 2. 2. 2.]
 [5. 0. 0. 0. 0. 2.]
 [0. 2. 0. 0. 0. 0.]
 [1. 0. 5. 0. 0. 0.]
 [3. 0. 1. 1. 0. 0.]
 [2. 0. 0. 0. 5. 0.]
 [5. 5. 0. 3. 2. 2.]]",5,3,25,11,30,2,perdido,0
444,24,11.0,mejorada,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[0. 2. 0. 2. 2. 2.]
 [0. 0. 2. 2. 2. 0.]
 [5. 0. 0. 0. 0. 0.]
 [0. 0. 5. 0. 0. 1.]
 [1. 1. 1. 0. 5. 0.]
 [0. 2. 0. 1. 2. 2.]
 [0. 5. 0. 0. 3. 3.]
 [5. 0. 0. 3. 2. 2.]]",0,4,8,12,11,4,perdido,0
445,24,15.0,mejorada,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[2. 2. 1. 0. 0. 0.]
 [0. 2. 1. 1. 0. 0.]
 [5. 5. 0. 0. 0. 5.]
 [1. 0. 2. 0. 0. 0.]
 [0. 5. 2. 2. 0. 0.]
 [2. 0. 1. 2. 0. 0.]
 [0. 0. 0. 2. 0. 0.]
 [5. 0. 0. 2. 0. 1.]]",6,4,23,10,15,4,perdido,0
446,24,12.0,mejorada,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[1. 0. 0. 2. 2. 2.]
 [0. 0. 2. 2. 2. 2.]
 [5. 0. 0. 2. 2. 5.]
 [5. 5. 0. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [2. 0. 0. 3. 2. 2.]
 [0. 0. 0. 0. 0. 2.]
 [5. 5. 0. 3. 1. 3.]]",3,3,25,23,12,4,perdido,0
447,24,5.0,mejorada,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[0. 0. 0. 5. 5. 2.]
 [0. 0. 0. 1. 0. 0.]
 [5. 3. 5. 0. 2. 2.]
 [2. 2. 3. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [0. 2. 0. 2. 2. 2.]
 [0. 5. 0. 1. 2. 2.]
 [0. 5. 0. 3. 2. 2.]]",1,5,19,23,5,6,perdido,0
448,24,11.0,mejorada,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[0. 1. 5. 2. 2. 2.]
 [0. 0. 0. 0. 2. 2.]
 [2. 2. 2. 2. 2. 5.]
 [0. 2. 0. 2. 2. 2.]
 [2. 0. 0. 2. 2. 2.]
 [1. 2. 0. 2. 2. 2.]
 [0. 0. 0. 3. 2. 2.]
 [5. 5. 0. 3. 2. 2.]]",5,2,27,27,11,6,perdido,0
449,24,6.0,mejorada,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,7179320580859366615,"[[2. 2. 2. 2. 2. 2.]
 [0. 0. 2. 2. 2. 2.]
 [5. 2. 2. 2. 2. 5.]
 [0. 5. 0. 2. 2. 2.]
 [0. 1. 0. 0. 2. 2.]
 [0. 0. 1. 0. 2. 3.]
 [0. 5. 5. 2. 2. 2.]
 [0. 0. 0. 3. 2. 0.]]",2,3,29,25,6,6,perdido,0
450,25,9.0,aleatoria,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[2. 2. 2. 0. 0. 0.]
 [0. 2. 0. 0. 5. 0.]
 [5. 0. 5. 2. 0. 0.]
 [0. 0. 0. 0. 2. 2.]
 [0. 0. 0. 4. 0. 2.]
 [0. 2. 0. 1. 5. 2.]
 [2. 0. 0. 5. 0. 3.]
 [0. 0. 0. 5. 0. 0.]]",0,0,24,11,9,2,perdido,0
451,25,8.0,aleatoria,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[0. 2. 0. 0. 0. 0.]
 [5. 3. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 5.]
 [2. 0. 0. 5. 0. 2.]
 [2. 2. 0. 0. 0. 0.]
 [0. 2. 1. 0. 1. 0.]
 [0. 0. 0. 0. 0. 3.]
 [1. 5. 5. 4. 0. 0.]]",0,1,24,7,8,2,perdido,0
452,25,9.0,aleatoria,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[0. 2. 0. 0. 1. 1.]
 [2. 2. 2. 2. 0. 0.]
 [0. 2. 0. 0. 5. 5.]
 [0. 0. 5. 3. 0. 0.]
 [1. 0. 0. 5. 0. 0.]
 [0. 0. 1. 0. 0. 0.]
 [2. 0. 5. 1. 1. 3.]
 [0. 0. 0. 5. 0. 1.]]",0,0,26,7,9,2,perdido,0
453,25,6.0,aleatoria,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[2. 2. 2. 0. 5. 0.]
 [2. 2. 5. 2. 2. 2.]
 [5. 2. 2. 2. 2. 0.]
 [2. 2. 0. 0. 2. 2.]
 [2. 2. 0. 0. 2. 2.]
 [0. 2. 0. 1. 0. 1.]
 [0. 2. 0. 1. 0. 3.]
 [5. 0. 0. 5. 1. 0.]]",0,1,29,24,6,4,perdido,0
454,25,8.0,aleatoria,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[0. 0. 0. 2. 5. 2.]
 [0. 0. 2. 2. 2. 2.]
 [0. 0. 0. 2. 5. 2.]
 [0. 5. 0. 2. 2. 2.]
 [0. 1. 1. 0. 2. 2.]
 [0. 5. 1. 5. 0. 2.]
 [3. 0. 5. 0. 3. 2.]
 [0. 0. 1. 3. 2. 2.]]",0,2,28,17,8,4,perdido,0
455,25,6.0,aleatoria,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[2. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 5.]
 [2. 2. 0. 4. 2. 2.]
 [2. 2. 5. 0. 2. 2.]
 [0. 2. 0. 0. 0. 0.]
 [0. 0. 5. 5. 0. 3.]
 [0. 0. 5. 3. 0. 1.]]",0,0,27,27,6,4,perdido,0
456,25,6.0,aleatoria,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[5. 2. 0. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [5. 2. 2. 2. 2. 2.]
 [0. 2. 2. 2. 2. 2.]
 [5. 2. 2. 2. 3. 0.]
 [0. 2. 2. 2. 2. 2.]
 [5. 2. 2. 1. 0. 3.]
 [0. 0. 2. 3. 0. 0.]]",0,1,28,31,6,6,perdido,0
457,25,5.0,aleatoria,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[2. 2. 2. 2. 5. 2.]
 [2. 2. 2. 2. 2. 2.]
 [5. 2. 0. 2. 2. 5.]
 [2. 2. 2. 3. 2. 2.]
 [2. 0. 0. 0. 2. 2.]
 [1. 0. 0. 0. 0. 0.]
 [2. 0. 0. 5. 0. 3.]
 [2. 2. 5. 3. 0. 0.]]",0,0,34,28,5,6,perdido,0
458,25,7.0,aleatoria,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[2. 2. 0. 0. 2. 2.]
 [2. 3. 0. 0. 2. 0.]
 [5. 2. 0. 0. 5. 5.]
 [2. 2. 2. 0. 2. 2.]
 [2. 2. 2. 0. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 0. 3.]
 [5. 0. 0. 3. 0. 0.]]",0,0,33,29,7,6,perdido,0
459,25,27.0,mejorada,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[0. 0. 1. 1. 5. 0.]
 [0. 5. 1. 0. 1. 1.]
 [0. 0. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0.]
 [0. 5. 0. 0. 0. 0.]
 [0. 0. 1. 2. 0. 0.]
 [5. 0. 0. 2. 0. 0.]
 [5. 0. 1. 2. 0. 0.]]",6,4,18,3,27,2,perdido,0
460,25,40.0,mejorada,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[0. 0. 0. 1. 1. 1.]
 [2. 0. 0. 0. 0. 0.]
 [5. 0. 1. 0. 0. 0.]
 [0. 0. 1. 1. 0. 0.]
 [3. 1. 0. 1. 5. 5.]
 [3. 0. 0. 0. 1. 0.]
 [1. 0. 5. 0. 0. 0.]
 [0. 5. 0. 3. 0. 1.]]",2,4,17,1,40,2,perdido,0
461,25,29.0,mejorada,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[0. 0. 0. 0. 5. 0.]
 [0. 1. 0. 0. 0. 5.]
 [5. 0. 0. 0. 0. 1.]
 [0. 0. 3. 0. 0. 0.]
 [1. 0. 0. 1. 1. 1.]
 [5. 3. 1. 0. 2. 2.]
 [0. 3. 1. 2. 2. 2.]
 [5. 0. 1. 2. 2. 0.]]",4,4,15,7,29,2,perdido,0
462,25,21.0,mejorada,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[1. 1. 0. 5. 0. 1.]
 [0. 0. 2. 0. 5. 0.]
 [5. 0. 0. 0. 0. 0.]
 [2. 0. 0. 0. 0. 0.]
 [2. 2. 0. 0. 0. 0.]
 [2. 1. 1. 0. 0. 1.]
 [1. 0. 0. 0. 5. 0.]
 [2. 0. 0. 0. 0. 0.]]",7,2,11,6,21,4,ganado,1
463,25,15.0,mejorada,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 5. 0.]
 [0. 0. 0. 5. 0. 0.]
 [0. 0. 1. 5. 0. 2.]
 [2. 2. 5. 2. 0. 2.]
 [0. 0. 0. 2. 2. 2.]
 [0. 5. 0. 0. 2. 2.]
 [0. 0. 0. 2. 2. 2.]]",6,3,27,13,15,4,perdido,0
464,25,16.0,mejorada,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[0. 2. 0. 2. 2. 0.]
 [2. 0. 2. 2. 2. 0.]
 [5. 0. 0. 0. 0. 5.]
 [2. 0. 2. 5. 5. 2.]
 [0. 2. 2. 0. 0. 0.]
 [2. 0. 2. 0. 0. 2.]
 [0. 2. 2. 2. 3. 2.]
 [5. 0. 3. 3. 0. 2.]]",2,4,20,21,16,4,perdido,0
465,25,7.0,mejorada,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[0. 0. 3. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 5. 0. 0. 5.]
 [0. 0. 0. 0. 2. 0.]
 [1. 3. 1. 5. 2. 2.]
 [0. 3. 1. 0. 2. 2.]
 [0. 5. 0. 0. 2. 2.]
 [5. 0. 1. 2. 2. 2.]]",4,2,24,10,7,6,perdido,0
466,25,9.0,mejorada,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[0. 0. 2. 2. 2. 2.]
 [0. 0. 5. 0. 2. 2.]
 [5. 0. 2. 2. 2. 2.]
 [5. 5. 2. 2. 2. 2.]
 [1. 0. 2. 2. 2. 2.]
 [2. 0. 1. 2. 0. 0.]
 [0. 5. 0. 0. 3. 3.]
 [5. 0. 0. 3. 2. 2.]]",1,0,29,22,9,6,perdido,0
467,25,6.0,mejorada,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,1795225215291384455,"[[0. 2. 2. 2. 0. 2.]
 [0. 2. 2. 2. 2. 2.]
 [5. 2. 2. 2. 2. 5.]
 [2. 2. 0. 2. 2. 2.]
 [2. 5. 2. 2. 0. 2.]
 [1. 0. 2. 2. 2. 3.]
 [0. 0. 0. 2. 0. 2.]
 [5. 5. 2. 2. 0. 3.]]",2,4,28,31,6,6,perdido,0
468,26,11.0,aleatoria,2,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,4304741454788720907,"[[0. 0. 0. 3. 5. 0.]
 [5. 0. 0. 2. 2. 0.]
 [2. 2. 2. 2. 2. 5.]
 [0. 0. 0. 2. 2. 2.]
 [1. 0. 5. 2. 2. 2.]
 [0. 3. 0. 0. 2. 0.]
 [5. 0. 0. 1. 2. 3.]
 [0. 0. 1. 0. 0. 0.]]",1,4,27,16,11,2,perdido,0
469,26,9.0,aleatoria,2,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,4304741454788720907,"[[2. 2. 2. 2. 2. 2.]
 [5. 2. 0. 0. 5. 3.]
 [5. 0. 2. 2. 2. 0.]
 [0. 2. 0. 0. 0. 0.]
 [2. 2. 2. 0. 0. 0.]
 [0. 2. 0. 0. 1. 0.]
 [0. 5. 0. 0. 0. 5.]
 [0. 0. 0. 5. 3. 0.]]",0,2,25,15,9,2,perdido,0
470,26,10.0,aleatoria,2,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,4304741454788720907,"[[2. 2. 0. 0. 0. 0.]
 [0. 2. 0. 0. 2. 0.]
 [0. 0. 1. 0. 2. 3.]
 [0. 0. 0. 5. 2. 2.]
 [1. 5. 5. 5. 0. 2.]
 [5. 0. 0. 1. 0. 0.]
 [0. 1. 1. 3. 0. 0.]
 [3. 0. 0. 2. 0. 5.]]",0,1,24,9,10,2,perdido,0
471,26,10.0,aleatoria,4,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,4304741454788720907,"[[5. 2. 0. 4. 5. 1.]
 [0. 0. 0. 5. 0. 1.]
 [0. 2. 0. 2. 0. 0.]
 [0. 0. 2. 2. 0. 2.]
 [2. 0. 2. 0. 1. 0.]
 [5. 2. 2. 2. 3. 0.]
 [2. 2. 2. 2. 0. 2.]
 [5. 0. 2. 3. 1. 0.]]",0,3,24,17,10,4,perdido,0
472,26,7.0,aleatoria,4,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,4304741454788720907,"[[2. 2. 2. 2. 5. 2.]
 [2. 2. 2. 2. 2. 2.]
 [2. 0. 2. 3. 2. 2.]
 [0. 1. 0. 0. 5. 2.]
 [0. 5. 0. 1. 0. 2.]
 [1. 2. 5. 1. 1. 1.]
 [1. 0. 0. 1. 0. 3.]
 [0. 0. 1. 3. 2. 0.]]",0,0,27,20,7,4,perdido,0
473,26,5.0,aleatoria,4,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,4304741454788720907,"[[2. 2. 0. 5. 0. 0.]
 [2. 2. 5. 5. 0. 1.]
 [5. 2. 0. 2. 0. 0.]
 [2. 2. 3. 0. 2. 2.]
 [2. 2. 2. 0. 0. 0.]
 [2. 2. 0. 0. 0. 0.]
 [2. 2. 0. 0. 0. 2.]
 [5. 2. 5. 4. 0. 2.]]",0,2,26,20,5,4,perdido,0
474,26,4.0,aleatoria,6,2,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,4304741454788720907,"[[2. 2. 0. 2. 0. 0.]
 [2. 2. 2. 2. 5. 5.]
 [5. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [2. 2. 2. 0. 2. 2.]
 [0. 2. 0. 0. 3. 1.]
 [5. 2. 2. 1. 0. 3.]
 [5. 2. 0. 3. 0. 0.]]",0,0,27,28,4,6,perdido,0
475,26,5.0,aleatoria,6,3,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,4304741454788720907,"[[2. 2. 2. 2. 5. 2.]
 [5. 2. 2. 2. 2. 2.]
 [5. 2. 2. 2. 2. 2.]
 [2. 2. 2. 2. 2. 2.]
 [0. 2. 0. 0. 2. 2.]
 [0. 2. 3. 2. 2. 2.]
 [3. 5. 1. 5. 2. 2.]
 [3. 0. 0. 0. 2. 0.]]",0,3,29,32,5,6,perdido,0
476,26,3.0,aleatoria,6,4,C:\Users\sescu\AppData\Local\Temp\_fp_repo\analisis\..\tableros\tablero_final.txt,4304741454788720907,"[[2. 2. 0. 2. 5. 2.]
 [2. 2. 2. 2. 2. 2.]
 [5. 2. 0. 2. 0. 2.]
 [2. 0. 0. 0. 3. 2.]
 [2. 2. 0. 5. 0. 2.]
 [2. 2. 0. 0. 2. 0.]
 [2. 5. 1. 0. 0. 3.]
 [5. 0. 1. 3. 0. 0.]]",0,2,24,24,3,6,perdido,0
