RunId,iteration,Step,estrategia,avances,rescatistas,rng,Rescatados,Perdidas,Danio,Fuegos,Paredes,Puertas,Rescatando,Pasos,Avances,Estado
19,6,2.0,mejorada,1,3,7020274643477799479,0,0,1,8,1,0,1,2,1,en_curso
19,6,3.0,mejorada,1,3,7020274643477799479,0,0,3,8,3,5,3,3,1,en_curso
19,6,4.0,mejorada,1,3,7020274643477799479,0,0,3,8,3,7,3,4,1,en_curso
19,6,5.0,mejorada,1,3,7020274643477799479,0,0,4,9,4,7,3,5,1,en_curso
19,6,6.0,mejorada,1,3,7020274643477799479,0,0,4,5,4,7,3,6,1,en_curso
19,6,7.0,mejorada,1,3,7020274643477799479,0,1,4,3,4,7,3,7,1,en_curso
19,6,8.0,mejorada,1,3,7020274643477799479,0,2,5,12,5,7,2,8,1,en_curso
19,6,9.0,mejorada,1,3,7020274643477799479,1,4,19,18,16,7,2,9,1,perdido
20,6,1.0,mejorada,1,4,7020274643477799479,0,0,0,10,0,0,4,1,1,en_curso
20,6,2.0,mejorada,1,4,7020274643477799479,0,0,1,9,1,1,2,2,1,en_curso
20,6,3.0,mejorada,1,4,7020274643477799479,0,0,3,7,3,5,3,3,1,en_curso
20,6,4.0,mejorada,1,4,7020274643477799479,0,0,4,11,3,7,3,4,1,en_curso
20,6,5.0,mejorada,1,4,7020274643477799479,0,0,6,10,5,7,1,5,1,en_curso
20,6,6.0,mejorada,1,4,7020274643477799479,0,1,9,8,8,7,2,6,1,en_curso
20,6,7.0,mejorada,1,4,7020274643477799479,0,3,14,16,11,7,4,7,1,en_curso
20,6,8.0,mejorada,1,4,7020274643477799479,0,3,16,14,12,7,0,8,1,en_curso
20,6,9.0,mejorada,1,4,7020274643477799479,0,4,24,14,17,8,0,9,1,perdido
21,7,1.0,mejorada,1,2,7250163532461132703,0,0,0,10,0,0,2,1,1,en_curso
21,7,2.0,mejorada,1,2,7250163532461132703,0,0,2,7,2,0,1,2,1,en_curso
21,7,3.0,mejorada,1,2,7250163532461132703,0,0,4,6,4,3,2,3,1,en_curso
21,7,4.0,mejorada,1,2,7250163532461132703,0,0,4,3,4,4,2,4,1,en_curso
21,7,5.0,mejorada,1,2,7250163532461132703,0,0,6,1,6,5,2,5,1,en_curso
21,7,6.0,mejorada,1,2,7250163532461132703,0,1,6,5,6,5,2,6,1,en_curso
21,7,7.0,mejorada,1,2,7250163532461132703,1,1,12,5,11,7,2,7,1,en_curso
21,7,8.0,mejorada,1,2,7250163532461132703,2,1,12,6,11,7,2,8,1,en_curso
21,7,9.0,mejorada,1,2,7250163532461132703,3,1,14,4,11,7,2,9,1,en_curso
21,7,10.0,mejorada,1,2,7250163532461132703,3,1,14,5,11,7,2,10,1,en_curso
21,7,11.0,mejorada,1,2,7250163532461132703,3,2,14,8,11,7,2,11,1,en_curso
21,7,12.0,mejorada,1,2,7250163532461132703,3,2,14,11,11,7,1,12,1,en_curso
21,7,13.0,mejorada,1,2,7250163532461132703,3,2,25,10,18,7,1,13,1,perdido
22,7,1.0,mejorada,1,3,7250163532461132703,0,0,0,10,0,0,3,1,1,en_curso
22,7,2.0,mejorada,1,3,7250163532461132703,0,0,2,7,2,0,1,2,1,en_curso
22,7,3.0,mejorada,1,3,7250163532461132703,0,0,4,7,4,3,3,3,1,en_curso
22,7,4.0,mejorada,1,3,7250163532461132703,0,0,4,7,4,4,3,4,1,en_curso
22,7,5.0,mejorada,1,3,7250163532461132703,0,0,7,7,6,5,3,5,1,en_curso
22,7,6.0,mejorada,1,3,7250163532461132703,0,1,7,11,6,6,3,6,1,en_curso
22,7,7.0,mejorada,1,3,7250163532461132703,2,1,14,11,10,7,2,7,1,en_curso
22,7,8.0,mejorada,1,3,7250163532461132703,2,1,14,13,10,7,0,8,1,en_curso
22,7,9.0,mejorada,1,3,7250163532461132703,2,1,17,11,13,7,0,9,1,en_curso
22,7,10.0,mejorada,1,3,7250163532461132703,2,1,17,9,13,7,0,10,1,en_curso
22,7,11.0,mejorada,1,3,7250163532461132703,3,1,25,10,16,7,2,11,1,perdido
23,7,1.0,mejorada,1,4,7250163532461132703,0,0,0,10,0,0,4,1,1,en_curso
23,7,2.0,mejorada,1,4,7250163532461132703,0,0,2,7,2,0,1,2,1,en_curso
23,7,3.0,mejorada,1,4,7250163532461132703,0,0,6,10,4,0,2,3,1,en_curso
23,7,4.0,mejorada,1,4,7250163532461132703,0,0,10,8,6,3,1,4,1,en_curso
23,7,5.0,mejorada,1,4,7250163532461132703,1,1,14,16,8,6,3,5,1,en_curso
23,7,6.0,mejorada,1,4,7250163532461132703,1,2,17,16,11,6,0,6,1,en_curso
23,7,7.0,mejorada,1,4,7250163532461132703,1,2,24,14,15,6,0,7,1,perdido
24,8,1.0,mejorada,1,2,1181639697159514249,0,0,0,10,0,0,2,1,1,en_curso
24,8,2.0,mejorada,1,2,1181639697159514249,0,0,8,8,5,0,0,2,1,en_curso
24,8,3.0,mejorada,1,2,1181639697159514249,0,1,9,3,5,3,2,3,1,en_curso
24,8,4.0,mejorada,1,2,1181639697159514249,0,1,9,3,5,5,2,4,1,en_curso
24,8,5.0,mejorada,1,2,1181639697159514249,0,1,9,0,5,5,2,5,1,en_curso
24,8,6.0,mejorada,1,2,1181639697159514249,0,1,9,4,5,6,2,6,1,en_curso
24,8,7.0,mejorada,1,2,1181639697159514249,1,1,9,3,5,7,2,7,1,en_curso
24,8,8.0,mejorada,1,2,1181639697159514249,3,1,9,3,5,7,2,8,1,en_curso
24,8,9.0,mejorada,1,2,1181639697159514249,3,1,9,1,5,8,2,9,1,en_curso
24,8,10.0,mejorada,1,2,1181639697159514249,3,1,9,5,5,8,2,10,1,en_curso
24,8,11.0,mejorada,1,2,1181639697159514249,5,1,10,6,6,8,2,11,1,en_curso
24,8,12.0,mejorada,1,2,1181639697159514249,5,1,12,7,8,8,2,12,1,en_curso
24,8,13.0,mejorada,1,2,1181639697159514249,5,1,12,3,8,8,2,13,1,en_curso
24,8,14.0,mejorada,1,2,1181639697159514249,5,1,12,2,8,8,2,14,1,en_curso
24,8,15.0,mejorada,1,2,1181639697159514249,5,1,12,4,8,8,2,15,1,en_curso
24,8,16.0,mejorada,1,2,1181639697159514249,7,2,12,6,8,8,2,16,1,ganado
25,8,1.0,mejorada,1,3,1181639697159514249,0,0,0,10,0,0,3,1,1,en_curso
25,8,2.0,mejorada,1,3,1181639697159514249,0,0,8,10,5,0,1,2,1,en_curso
25,8,3.0,mejorada,1,3,1181639697159514249,0,0,10,6,6,4,2,3,1,en_curso
25,8,4.0,mejorada,1,3,1181639697159514249,0,1,12,8,8,6,1,4,1,en_curso
25,8,5.0,mejorada,1,3,1181639697159514249,0,1,12,7,8,7,1,5,1,en_curso
25,8,6.0,mejorada,1,3,1181639697159514249,0,1,12,8,8,7,3,6,1,en_curso
25,8,7.0,mejorada,1,3,1181639697159514249,1,1,12,6,8,7,3,7,1,en_curso
25,8,8.0,mejorada,1,3,1181639697159514249,1,1,12,11,8,7,1,8,1,en_curso
25,8,9.0,mejorada,1,3,1181639697159514249,1,1,12,9,8,7,0,9,1,en_curso
25,8,10.0,mejorada,1,3,1181639697159514249,1,2,12,9,8,7,1,10,1,en_curso
25,8,11.0,mejorada,1,3,1181639697159514249,1,2,14,9,10,7,0,11,1,en_curso
25,8,12.0,mejorada,1,3,1181639697159514249,1,2,17,9,13,8,1,12,1,en_curso
25,8,13.0,mejorada,1,3,1181639697159514249,1,3,25,11,17,8,1,13,1,perdido
26,8,1.0,mejorada,1,4,1181639697159514249,0,0,0,10,0,0,4,1,1,en_curso
26,8,2.0,mejorada,1,4,1181639697159514249,0,0,8,10,5,0,1,2,1,en_curso
26,8,3.0,mejorada,1,4,1181639697159514249,0,0,10,7,6,4,3,3,1,en_curso
26,8,4.0,mejorada,1,4,1181639697159514249,0,1,12,10,8,6,0,4,1,en_curso
26,8,5.0,mejorada,1,4,1181639697159514249,0,2,12,8,8,7,2,5,1,en_curso
26,8,6.0,mejorada,1,4,1181639697159514249,0,2,12,10,8,7,2,6,1,en_curso
26,8,7.0,mejorada,1,4,1181639697159514249,2,2,12,7,8,7,1,7,1,en_curso
26,8,8.0,mejorada,1,4,1181639697159514249,2,2,12,8,8,7,4,8,1,en_curso
26,8,9.0,mejorada,1,4,1181639697159514249,2,2,12,7,8,7,4,9,1,en_curso
26,8,10.0,mejorada,1,4,1181639697159514249,3,2,18,10,13,7,4,10,1,en_curso
26,8,11.0,mejorada,1,4,1181639697159514249,4,4,23,17,17,7,2,11,1,perdido
27,9,1.0,mejorada,1,2,4154077065378586294,0,0,0,10,0,0,2,1,1,en_curso
27,9,2.0,mejorada,1,2,4154077065378586294,0,0,0,6,0,0,2,2,1,en_curso
27,9,3.0,mejorada,1,2,4154077065378586294,0,1,2,8,2,5,2,3,1,en_curso
27,9,4.0,mejorada,1,2,4154077065378586294,1,1,3,8,3,6,2,4,1,en_curso
27,9,5.0,mejorada,1,2,4154077065378586294,1,2,3,5,3,7,2,5,1,en_curso
27,9,6.0,mejorada,1,2,4154077065378586294,1,2,8,5,5,7,2,6,1,en_curso
27,9,7.0,mejorada,1,2,4154077065378586294,1,2,11,9,8,7,2,7,1,en_curso
27,9,8.0,mejorada,1,2,4154077065378586294,2,3,11,11,8,7,2,8,1,en_curso
27,9,9.0,mejorada,1,2,4154077065378586294,2,3,11,7,8,7,2,9,1,en_curso
27,9,10.0,mejorada,1,2,4154077065378586294,3,3,13,9,10,7,2,10,1,en_curso
27,9,11.0,mejorada,1,2,4154077065378586294,5,3,13,6,10,7,2,11,1,en_curso
27,9,12.0,mejorada,1,2,4154077065378586294,5,3,13,12,10,7,1,12,1,en_curso
